"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Hallo kak, boleh share templatenya?","0","0","2025-08-14T15:35:41.000Z","mintchoco1402","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6786233858456749057","7538465337294062343","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f6f79c22427bf1c6877bb15a8a69e18a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ccf93d5b&x-expires=1756951200&x-signature=kaGeDER%2BLe2TaRNUkcPRWj6loJY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mau tenplatenya kak","0","0","2025-08-22T10:27:57.000Z","rika.rahayu69","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7337118776784372741","7541354684826780423","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7341324353868398597~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e2c41353&x-expires=1756951200&x-signature=EejmLJTxP6kIhRK7wNYa5y0GvPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mau templatenya kakk🥹🥹","0","0","2025-08-16T00:07:42.000Z","nggggg07","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6845562121318728706","7538968276794852112","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/59b23ddb8bd9f1220071d5d470786990~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=233ea83e&x-expires=1756951200&x-signature=zCzoVpchuWJhCHQW9gmWL8jFWx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"MAUU KAKK","0","0","2025-08-27T04:32:58.000Z","archivebf","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7174672528823583771","7543118656792888072","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9a44fc77e4fc28acb9ba02446df94840~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=24219cf8&x-expires=1756951200&x-signature=OYTNFSRQrlxAd9FnxPLtEc1%2FpbM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yesss you’ve got this !!","15",,"2025-01-23T03:41:32.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7462950884667900692","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3430879d&x-expires=1756951200&x-signature=t1b25A%2Bl6G26VxXrpSYhSL%2B8WsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"thank you kak aamiin😭","2",,"2025-01-24T06:12:47.000Z","akubambi","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6794235989553792001","7463361014336602898","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6fe912f0d59ca2f0b4efd7506302b348~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=263dbdc6&x-expires=1756951200&x-signature=zWDxvSV8xf0dmEa2V6%2BGkZFrIh8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"omg you did so great so far! Gluck for your ielts test 🤛🏼","0",,"2025-01-23T12:57:11.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463094125573096213","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"indeed! all we have to do is fight for our own dreams ☺️","4",,"2025-01-23T07:33:12.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463010613226324756","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3430879d&x-expires=1756951200&x-signature=t1b25A%2Bl6G26VxXrpSYhSL%2B8WsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yeah you’ve got this! 💕","0",,"2025-01-23T00:38:52.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7462903815369442065","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"i feel old yes i am but im gonna claim this energy","1",,"2025-01-24T18:22:24.000Z","nh28055","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7320987817583182850","7463549008938910471","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f8e568827986e66da9b3dd4cea8b4f1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4a91b722&x-expires=1756951200&x-signature=%2Ff6so2JJGJ%2Fw1ARv7e%2BEHjVB5kk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"we are never too old for reaching our dreams, better late than never xixi 😊","0",,"2025-01-24T21:46:38.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7463601345003471637","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"then you will soon be in the next stage ! kee fighting yaaa🥺","0",,"2025-01-30T16:08:05.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7465740923382792968","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3430879d&x-expires=1756951200&x-signature=t1b25A%2Bl6G26VxXrpSYhSL%2B8WsY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"beneran dong 🥹","0",,"2025-05-09T11:06:21.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7502400565478474513","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=accb74a1&x-expires=1756951200&x-signature=nuOzt6ns9ymoOtgMUpbMOqo4TG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"ka izin bertanya ka aku ikut yang gama exchange ke 3 negara itu biaya untuk beberapa hari disana seperti makan apa sudah ke cover ka 🙏🏻","0",,"2025-09-01T23:12:17.000Z","stn1701","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7303740122746553350","7545262423521329927","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2527aea649e33dcb5b00689ee9fd56d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4941ffea&x-expires=1756951200&x-signature=J60otctnuvgwfz4tNToDV5xjhqI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"hi Sob, utk exchange fully funded semuanya ditanggung yA","0",,"2025-09-02T00:48:55.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7545287345907319568","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=accb74a1&x-expires=1756951200&x-signature=nuOzt6ns9ymoOtgMUpbMOqo4TG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"please nanti buat video lagiii🥹 sebelum saya menua hahaha","0",,"2025-07-30T01:44:13.000Z","dayzcam","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6809909294017889282","7532684768958972690","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9eb5b8be516b9014795f4999d1272dfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9632ed7d&x-expires=1756951200&x-signature=IwMmSTXdtjIWu3RLpz4FsN4T2D8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"siap, tapi follow terus yaa ☝🏻","0",,"2025-07-30T04:56:23.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7532734304829571856","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"done👍🏻👍🏻","0",,"2025-07-30T05:07:22.000Z","dayzcam","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6809909294017889282","7532737137024762631","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9eb5b8be516b9014795f4999d1272dfb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9632ed7d&x-expires=1756951200&x-signature=IwMmSTXdtjIWu3RLpz4FsN4T2D8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"aku masih kelas 11 semester 2, bisa daftar enggak ya kak?","0",,"2025-05-19T11:14:03.000Z","u02ne6","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6783972261504369666","7506113430669394689","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/bb8a02161c8241058b3818cbd7aed6ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fdb9cd5c&x-expires=1756951200&x-signature=zNwZ%2Fo%2Bnc7khEmq7amEWVb4uEAk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"keluar d google rate dollar us Canada","0",,"2025-06-20T11:46:34.000Z","nengsarah2000","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6977723421082305537","7517996602315047698","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/613c888fa7948d87943f8ba99fb13fc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b910ceb4&x-expires=1756951200&x-signature=YIkS0hg673C4otGRvBlL3cT3LCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kerenn kakk manchester saluttt","1","0","2025-03-07T16:23:30.000Z","sukalarii","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","248848695528747009","7479103889830216454","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3dca53fd2b88e173e28cd88d6fa6c8ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71b8c821&x-expires=1756951200&x-signature=eKZfPOj6RhnCBsAFGMQ%2FvCB0TBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"masyaallah keren bgt kakk🥹","1","0","2025-02-03T08:49:34.000Z","nysafeplace","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6603844411581726722","7467112272889103112","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/5ddc4002c5f36a97a3bf1fbe3a18653a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0736eb1&x-expires=1756951200&x-signature=ywQonFqfqw3J9%2BOA2DtFpuu25vg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"makasiihhh","0",,"2025-01-28T11:34:22.000Z","aisyahrendusara","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6805854790821725186","7464928167411041045","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1cba6b3b053c06471a6d1aa9d9e7df51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42c06608&x-expires=1756951200&x-signature=Im0%2BZKz5s1W09Eq3aX08DYsj0uU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"CLAIMING THIS ENERGYYY 💪💪","1","0","2025-03-13T11:39:32.000Z","hyunwooon","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7000015565071041537","7481257321034269457","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7743ee1274e0dd596faee7bced03e6df~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07212abf&x-expires=1756951200&x-signature=2xIvxiKcXjEJuOxVVVO5kBc0s68%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalo bisa tuh video gini, langsung terbayang setiap aku berkedip 🙂","1","0","2025-01-29T10:50:40.000Z","earthoooc","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","6896793919365006338","7465288048465412882","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/46d84b085940441ad71ee03caafba105~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13296bc2&x-expires=1756951200&x-signature=QNmw7RblDAf8WmwAOMlVq55gDIM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"masi ga percaya 😭 ini biaya hidup gitu” gimanaa ka","3",,"2025-05-15T11:47:18.000Z","onmywayyies","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7235242315269784581","7504637669601231623","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/55509ed12efa65c1977fb6d2ac281aee~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=09f1d623&x-expires=1756951200&x-signature=C2VxEMEvQYp4BxPKF3hoCYhgh1o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"harus tes ielts sm toffel dlu pasti","0",,"2025-06-04T09:23:42.000Z","user592248224","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","7449344527397913607","7512022404383326977","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e700d06c210ae9fafd420ac0b1c7501e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dc579ec4&x-expires=1756951200&x-signature=z4e7UdPTYr23VMN9IxHV5TDk2Xk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"iyaa pake ielts","0",,"2025-05-11T07:48:10.000Z","redcasper7","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6882418102789850113","7503091726928773906","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2efe44f2ac14ec44481217375b0eab70~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2be863ff&x-expires=1756951200&x-signature=ID%2BVLM1fJ9x246kJFj3hOto8KgI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"exchange itu pertukaran pelajar/budaya, nah ada beasiswanya yg artinya gratis dibiayai oleh penyedianya yaa 😊","0",,"2025-06-02T03:40:54.000Z","ieltspresso","https://www.tiktok.com/@ieltspresso/video/7502371181903777030","6836244870434571265","7511191855373320976","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8dbb57f12b0e7d4eda8e9a67e47511c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef551d17&x-expires=1756951200&x-signature=U9lg5eUhnTFmFmutB7j9P7U6ksI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
